relative_time,distance_angle,instantaneous_amplitude,instantaneous_frequency,rms_amplitude,rms_frequency,phase_shift,wave_type,P_wave_arrival_time,S_wave_arrival_time,depth_of_source,P_wave_velocity,S_wave_velocity
300,83.62336052344867,6.228090922933432,2.510236719234209,4.486457152157731,0.7202337839052824,114.00438787986769,S,1124.4975543370556,1713.4243788635238,382.49005541001503,5.81552383983302,3.6860959550476533
315,29.703616371701283,2.2652634614157328,0.8724057842380584,3.4868222165233536,1.5619653529838,44.60466990616898,S,607.8674344122594,817.0584589924447,228.26124406621554,5.6931777861776665,3.880940133682944
330,153.95954660054667,3.788220156802219,0.6416236919998387,1.0204461511533653,1.4218700740281978,322.22436857082556,P,1847.9881416437202,2932.265385674949,383.8564744513705,6.382406220346811,3.1374230058297585
345,69.36009998307502,0.6092208297331713,1.1671026347092692,2.918509326458903,1.1356999919776614,85.33946753256383,P,1028.8667143564894,1517.342938896839,382.8312640680256,5.975704914488798,3.325829737978539
360,0.8581653296185809,4.431332301687989,1.7742280670213249,3.051989252808032,1.352795713852711,214.843259112958,S,368.4612147976159,374.5049396530558,198.3047317933261,6.032633910888908,3.735602433626121
375,168.7416912612237,9.350229761777616,1.5251093911314995,3.2974737983122187,0.9828857012583858,118.83977542676044,P,2038.7350004675436,3227.117143658646,304.9517991334051,6.245053721613754,3.215923310504785
390,118.69668549758492,6.774620796274759,4.130701242348086,1.7292216075622255,1.2432190258653715,209.77243617323538,P,1560.3084674913446,2396.2430871280194,656.0304423823255,6.1945676405493755,3.023903022526373
405,30.467943712066248,5.501464124299281,1.6857947922412104,4.52934133986134,2.101643975126412,39.05587469830797,P,705.4034389317999,919.9773238830854,93.50281581911052,6.29995006655244,3.729336373857478
420,76.7435847519795,4.203040264056756,3.7642855078838844,3.288284868102638,0.6650093893771432,13.147530607912925,P,1176.665333024052,1717.1405708983746,410.7858368825622,5.812616499109016,3.881336970420546
435,89.616449189741,2.0994808952337127,4.036245962719953,3.5942504788932275,0.9333875231684675,347.5676333382327,S,1318.5873459617005,1949.7211645057725,395.6517549035005,6.323302700706472,3.0302329776153263
450,162.13788717941267,7.408471495628947,4.649158349042386,2.931450555755761,1.1532599702554949,96.32444929874934,P,2048.6237650341445,3190.4978829156767,237.47478663444267,6.43310865229051,3.737531451626356
465,100.89639186979328,3.6804913069690603,2.629801761229067,0.6818987818249694,1.0372368135753292,337.32681599387854,P,1459.8036985998774,2170.3777690283614,500.35227930078634,6.331321131950718,3.9753356577753283
480,5.712592161891332,1.4648706461565972,2.809153895402443,2.2899239487294976,0.32649023403139044,222.39945324650267,S,536.324192628969,576.5557587925181,609.8551964066369,6.292062568896955,3.1289402644410362
495,57.47864075467355,3.736320130853451,4.139490932889524,0.18874769245224926,0.269435203185064,188.7484649777805,P,1061.7196155739007,1466.51934098383,195.1730854026234,5.6210793017978675,3.5446761935790505
510,171.1821002854474,5.241284392131055,1.7136681604968764,3.233953775461618,1.1295513303739453,6.295892197494437,S,2197.796593537464,3403.3655889213674,104.30901875716091,6.309418103906966,3.8737415920005676
525,170.32464751935217,3.5698732622555203,1.611180162379328,1.0295558159702567,0.48580136348559955,142.97506086986388,P,2204.3424043709483,3403.8726932073396,687.3275943296538,6.410113485279744,3.4990047898957672
540,32.55849878051184,7.528734935519558,1.9832428858380171,3.1619049354130246,1.8129990346475466,31.194845337666706,S,861.0155924060314,1090.3124441246252,529.4892525962168,5.7259503430721015,3.5373291786282195
555,161.35478447893823,3.7097480976593142,4.092642197684976,2.03555564523216,2.138472063034827,209.33552530811278,P,2145.90264192579,3282.261671872782,684.5569867125671,6.147614370822203,3.6082700752061316
570,107.31740355270695,5.2939030129307945,4.636651324274043,2.13791501799527,1.4434517951438537,114.51124061803216,P,1628.1126638913104,2383.9074238136745,456.28376350523115,6.340063579656707,3.3614616405589217
585,135.7194703573919,2.430292060578974,1.6247780200368018,1.9705807569154432,2.1518639874772396,192.97567733091662,S,1923.147267523557,2878.966744326098,516.0259865667472,6.284248786704188,3.6395328180441613
600,12.860562548171561,2.0104279558359,1.642335180285483,2.857296340647812,0.962123207502456,200.23203430730905,S,726.8007205401997,817.3726637831994,603.3454807044266,6.149262245787478,3.188021766042975
615,157.7142193426732,1.1575095175923142,0.6419597958425541,3.2346148183567247,1.8400406191659855,310.84900842921934,S,2170.0079226456,3280.727867392457,659.174260586066,5.950002199630713,3.2297280494279037
630,15.612473153107134,5.049335019295446,1.7547407739413072,0.3034957461003876,0.9603136145032068,28.432239953856957,S,783.9336119872895,893.8861919782106,304.6731322027465,6.47127051520278,3.0410801722257763
645,92.66611771256679,2.4625253791347625,1.009169810905165,2.744235392975972,1.3782009369123684,344.7825691812688,P,1558.6560280006565,2211.267476572554,470.5328999177768,6.484560223178667,3.147018332361958
660,73.15390983141631,8.410506721298804,1.395296591315657,3.8392999349783525,1.4777901019990898,225.73869571650607,S,1381.2723737559359,1896.466926438747,274.2825415319546,6.286346694427818,3.2803932209383992
675,149.44081638199367,7.8365340198923645,2.5188313845129353,3.204043335393005,1.5796500165164018,81.88357662200748,S,2148.4350168878545,3200.88860037918,4.32033306673234,5.974030609241724,3.3504176842720574
690,24.905458354811195,1.2499710030060827,0.6429244010438707,3.7593711502178215,1.363146917644427,223.86935910596532,P,935.5592477346946,1110.9587104023337,335.088032591635,5.772696078218148,3.292148071302965
705,99.39792092606146,6.307978020948156,2.218115512107224,4.437332690616198,1.0588276760081954,212.67246057804059,S,1685.0292908193437,2385.050212833161,103.55492978535861,6.029704496221225,3.092246400371044
720,146.01719944057112,3.525219656598664,4.895393599663628,1.716747171004934,2.188458958282643,185.3405186890153,P,2159.679332142343,3188.0217122440163,555.5337514778143,6.120093919576919,3.6370321568406863
735,90.1109186396055,5.895146554492713,0.4812314895269282,1.0903057898919515,0.8213271008353238,27.706519613247163,S,1623.4626445571612,2258.0788192408477,47.084506125760406,6.016035284528571,3.0017203810474404
750,106.08196610166377,8.840275858727791,0.5396278086088933,1.1935821868318288,1.606475143305183,213.46274273574483,S,1795.931675821166,2543.0257299791415,392.9502727814459,6.263096820369283,3.3593422185470057
765,10.509117548691343,3.2400740317009062,3.2045205407421777,2.8747334680346737,1.7813970175575757,222.6672347247758,P,868.6162821357434,942.627912232703,590.026148092977,6.1075294381794425,3.1007408888169534
780,21.978142353766632,8.280871397056247,1.5833101368806302,2.7956372393434004,2.1376234322438146,151.2914635720975,P,996.6969194507675,1151.4804333441728,52.723554713721796,6.435362587382155,3.804440233547905
795,155.50557462460415,8.679818984004681,4.1785232182274274,1.1878304040620744,0.909434543654319,259.003752740524,P,2328.231445868674,3423.396764346298,474.58377666623846,5.8836859975652,3.34341631759263
810,127.16486925532834,1.2391187337020102,2.3127708481243214,1.666411272280103,1.2620865289461842,180.1219066840713,P,2063.8018448709636,2959.374591207366,532.7331494948163,5.869172833547872,3.8686300047446776
825,110.42348170217846,5.118910841520441,1.4130698987128032,0.5524035777679563,1.176925773571135,26.342555017878087,P,1913.7375254346457,2691.4071864593925,26.927211097217462,6.339350141819589,3.3474819027356935
840,150.1744433605099,0.749881818956058,2.4657393909556267,1.4771138238971862,1.8027347715860331,246.99075896468656,S,2320.6683264056264,3378.2885595525026,494.7780469444097,5.609634005896953,3.8886690061676745
855,168.9039394163949,0.6562863249545078,4.217548305986425,0.1145968515296687,2.445447071276032,78.23735870784374,P,2520.3347114370263,3709.8595053206163,644.0620283658266,6.376870599699251,3.300327357331338
870,80.30564549172864,4.787094573932738,2.7867758617989127,0.2940037590997386,0.7559014245209679,134.5275055104973,S,1661.7860259732388,2227.347473096981,526.5015111099185,5.5443790470003345,3.119168387005873
885,107.3938172522238,7.723142752441835,4.721618663609681,4.267399688203611,0.5563356964820956,53.693112178911754,P,1943.8660766694518,2700.198988576203,178.12191282777167,5.746547763532391,3.5298850215028486
900,144.12763837232674,2.542531803475633,2.9265939658232916,2.019202972920547,2.0162711935926976,36.02365691189219,P,2321.048910334538,3336.0838462877796,325.6373320501975,5.983490168068085,3.3474348448870277
915,177.35055786299714,3.5242169552467506,2.2296003648220264,1.6253284615213588,0.14548702807871292,351.2112088012727,P,2663.6154622708673,3912.626506750058,395.7392146449151,5.5622484010652276,3.51546582685046
930,95.50235611463609,7.786691672973817,1.9233511986182175,3.2664147043048892,1.816985084225078,1.4205108590202764,S,1871.6203625046169,2544.2063357222,335.8642507696618,5.7100760202427985,3.472818884208089
945,133.42200218675538,5.355994468077263,4.870290825279295,0.7617834960297636,1.4087537209504024,130.23015302705727,S,2260.4950220744413,3200.1343235561853,323.5859781638623,5.7330917225563995,3.4618003733902776
960,179.53082676202445,0.8340173943742145,0.059454043285423266,3.1287280812119573,0.1041267750950085,0.9104158113713012,P,2730.11216323807,3994.4779941224056,279.928955183262,5.71915053512601,3.2167521868995004
975,1.2653434652478568,2.9039217529901693,4.774956948474084,2.5137196448128765,2.242774089959098,73.12379264349978,P,987.475851077531,996.3871732757675,120.8357215365568,5.604952540449973,3.91819419765372
990,50.97932684649139,6.4485918542431095,1.1338525693748274,2.547626135686236,1.0770253210131666,359.17379835274255,P,1492.6386172903842,1851.6662010692303,581.8901076604134,6.021965275894692,3.8374966407035
1005,141.4180575230817,8.60967804491835,2.30191995103793,0.23997141036682013,0.2567832882579379,208.50899572113772,P,2399.33337571004,3395.285786931497,166.86464971624324,6.058766882895069,3.478229285110645
1020,141.87434523725136,3.432095553900915,4.225916500901823,2.5702762927622285,0.7773510618679625,259.5993422815918,P,2418.832215532454,3417.998083769921,46.24032583853334,6.3182292227301655,3.8249399970086793
1035,146.15438870068712,8.72180096307965,3.8651912905310426,4.347399675963084,0.1628573686913569,289.5878531721377,S,2476.031971031033,3505.340521767485,148.49659846610913,6.094093977308973,3.9393896025818305
1050,138.06756316541552,8.876065200180811,0.25250963534713405,2.7707342221832367,0.640968642270613,105.92228074496994,P,2411.298654473966,3383.6548362410845,567.9356659234916,6.227693560158489,3.34113048621279
1065,94.54702037329591,5.962088412484418,3.303106191498081,1.1165821540876257,0.3819451899183261,280.23490017526376,S,1997.201080890302,2663.058995811946,204.5426267293005,6.401173264613334,3.3621619927613904
1080,107.62190941660255,5.223462857864626,0.263380988665671,4.609779676689506,1.6881757913334412,137.21788746771378,P,2141.1149869083674,2899.054263271487,643.5047940690797,6.242964860613018,3.779677384286135
1095,14.714171579628935,7.583714118146671,4.268213353882718,0.05746544704489914,2.0085639042108485,275.73947194193437,S,1240.0766676387996,1343.7028588093706,628.6461594091752,5.851593744694544,3.0957261482359573
1110,15.320862889847959,5.787969363533121,2.0471214216043196,0.8911475409566211,1.7544798691649952,49.11069097909373,S,1261.0584351542639,1368.9573174073093,251.18982643235427,6.060187176461059,3.209368778634617
1125,179.35903991967885,6.6468342339636814,4.1622755713912465,1.2311573473650712,0.7677366373121154,95.16377662189669,S,2893.4184040959517,4156.5744070216315,305.0485427665382,6.364155803329712,3.0013917055346955
1140,46.22306522572896,1.1059357833126446,3.0063468537191484,2.300415706056992,1.93681553509815,174.55534889971042,P,1595.7435146592697,1921.274596558748,497.74667863176353,6.076713882227419,3.36658737548156
1155,82.34615829139135,4.366709673826975,2.2245507466970262,1.9338308672043156,2.1919422996829363,86.71373447771386,P,1966.9047799001823,2546.8367655431703,269.9566144957255,6.281102853054207,3.5939569904235937
1170,138.0291304191422,0.5606258510828659,1.5126291161502978,3.212903372399489,0.2158902597345078,31.846172701318483,P,2530.9197208230044,3503.0052356965793,577.2479040516182,6.2875256231592465,3.8873578190332423
1185,87.1616208618854,2.469626998434541,4.432229160620802,4.4475730613407345,2.411521796401065,26.09584761217154,S,2044.3835835206214,2658.2290003210655,532.8872340644182,5.5808279204970175,3.501909178737222
1200,175.6256939105368,6.900333863101675,1.7854339008535847,2.8409385543944636,2.214545829886549,16.822071637255938,P,2931.6088973413353,4168.472395442289,247.35738442971095,6.437700453378189,3.3415696646570656
1215,28.731937517505763,8.736108268947158,0.7163044905037664,1.633677118693493,0.1848777455752021,292.7980691732835,S,1498.2870153299555,1700.6348834227806,3.937522170010266,5.972829160830235,3.569865317451284
1230,66.28096127544924,6.510732554460253,0.6543541843939126,2.925938195944175,1.6076687370216105,7.740226723536252,S,1883.5074664380786,2350.2985138938493,191.78635890681207,5.528925180912932,3.161829691770448
1245,0.3872782317065515,1.4415850360160198,0.7416272307059294,1.8302707749490374,0.5909306774392923,177.9456586932977,P,1248.8184300761327,1251.5458801305133,565.3974521499591,6.288686712689946,3.2527807093738286
1260,48.41509986098843,4.7671024506968624,2.5645722403601936,1.0777811716924401,1.335116963645169,8.795645424084961,P,1737.35622173634,2078.324951548012,192.80433220619724,6.302684906669999,3.127975218396075
1275,44.91837907241554,2.7970993871754315,4.877781533249129,3.5263447975130533,0.8733617107032712,270.85208148192936,P,1717.879758217878,2034.2224426592193,233.0122135242462,5.765129510479593,3.099110882139953
1290,51.75956198055287,4.267011560140363,3.977321390881603,3.4754532964778084,1.0679386636614556,218.61158098443684,P,1800.3314671808303,2164.853943738566,599.5709771175115,5.52963857643718,3.637343632776733
1305,128.3052907684996,0.16946087467742071,3.8297625886103286,3.3101755036391993,1.526414567361619,28.734926197869115,P,2570.0460084950673,3473.650300277258,449.85839005599973,6.348168632010711,3.863267554572835
1320,170.7517820458108,5.413968771636348,4.785787262406331,0.38601343450718406,2.434008212474819,286.9484666123011,P,3003.553803796104,4206.092235079035,175.32842007060532,5.514479307673747,3.8727491858959264
1335,91.61797940441619,9.118285351883575,0.8096816640647031,1.0630821021105363,2.076088511368012,275.5090074493015,S,2238.3217450171974,2883.551562886624,35.07048496330491,5.831835450489256,3.0388428605430198
1350,100.01238130764696,9.783139663309756,2.634427044569314,3.4757737567333016,0.08669857138849789,350.32467960727087,S,2336.0876587046214,3040.43598635078,11.596176379874679,6.275721720163795,3.6962209525020286
1365,28.574625314223304,7.157036093971596,0.7483413852968978,1.7335256892034971,0.9275646361050051,290.2513103953428,S,1646.7359711473027,1847.9759505382333,233.7927823400134,5.93802298655576,3.8936469699904808
1380,47.9308097994057,9.975211249263506,2.1418272045311424,4.9655280475576795,0.6133200042033463,341.3211690458808,S,1852.5812884059255,2190.1393515530153,364.55412625094266,6.3776066032169565,3.7378079276531793
1395,166.83532462263466,9.949505207329008,0.39650564896134627,2.803324441037139,2.245576716228325,181.48600081604306,S,3039.9388815200673,4214.895225462973,334.9493869426058,5.963981402290382,3.9223440345237153
1410,20.986164959064602,8.882203922137204,1.0291457663149404,3.455139762989165,0.130824490621744,319.2949137483372,P,1616.9163637451627,1764.7137664202787,539.9110802799895,5.694939130969509,3.5328910602394292
1425,135.91418928309972,0.30786064267406477,3.0644654722459843,1.5130343424934243,1.3650080025595444,113.17604435039104,P,2765.067129115154,3722.257935625978,57.17147799614541,6.031181888866257,3.537988515206813
1440,59.95277390970032,3.8229787371602244,2.2948135369513807,2.77792779728395,0.7123020357223363,208.6948846339429,P,2031.1137169667982,2453.337800514511,109.60895888026697,6.291478296393299,3.0774379877934823
1455,142.17999114154173,2.447071314898736,4.305662735543629,2.723899936579642,0.05754934568538915,49.56163079883683,P,2856.8457789554386,3858.1641924950377,312.43955192759756,6.0944988107655185,3.963340929996858
1470,129.81876414914893,5.18331115832281,3.78154979347636,3.948156675481585,1.417614482897854,154.66590417127682,P,2749.96833514026,3664.2314316690167,585.0493588616605,6.425207599104175,3.1104696830264533
1485,153.8787669825751,5.547493559664004,3.8246691493002434,1.0128763648222647,2.2945108860287955,275.370655243027,S,3002.191682412221,4085.900026992379,586.4484194515416,6.4445028974678715,3.8598781755349125
1500,149.68010345000621,7.466486460946497,0.04264188890048263,4.948052191981318,1.9468400042275873,69.51565130728859,P,2975.79430502368,4029.933094326309,646.379558281892,6.14372142746748,3.68263231706559
1515,22.08176968941318,2.6496268972117436,0.6367986143900827,4.798095605081091,1.279983893160213,63.937443532791896,P,1732.7186493151046,1888.231970254465,380.1939570864297,5.514271895077201,3.617125845671083
1530,158.47330231292509,7.156875426503886,0.46612823018779037,0.6404385208665994,1.8176392876899166,148.18389681784555,P,3092.492219480766,4208.558090538456,132.95284720500294,6.139446006263506,3.171013255763475
1545,36.8933436746991,5.174678918721173,4.6897102939563355,1.7541080771385602,1.723920262780732,194.04534352493002,S,1908.7556711509615,2168.5811505445054,38.48949539715616,5.570366069495428,3.627769552463164
1560,91.69975630318233,8.509171368272675,4.84106710439305,1.3403382864831463,1.9118481350584529,201.43979281505034,S,2464.128037094099,3109.9337778755985,687.4542584169046,6.335231540857166,3.9053054922137576
1575,35.35394009643259,1.8051743457827576,0.6402174848411903,0.9920867899946979,2.449338510515883,71.4361758328052,P,1923.577681681589,2172.561740025581,337.7323043496498,6.106052647998162,3.0657249642707436
1590,36.54479159832069,7.298466519388544,3.9336403957134625,4.633213430775959,1.0985739473417802,316.0100552345123,S,1950.3190676380887,2207.6898302367235,306.2654287146782,5.683315956006789,3.7306368889752513
1605,77.05195858800789,7.878227587842826,3.5004270333799656,2.1335825232587937,0.8954561052015328,118.47790409917724,P,2364.7057929151088,2907.3527878544724,276.20039304051966,5.9715605908809675,3.872274974037599
1620,136.19953346337343,3.096693834516046,1.4434672551794978,1.6479171367750223,2.1581319613884675,187.03043774775858,S,2962.880524526524,3922.0808991883264,641.1332496196492,6.481016966855832,3.8407860913122556
1635,84.35859672524958,9.111976176626461,3.3999678365282864,0.12353393525811728,0.5504343896196628,67.39292104976079,S,2466.746730242572,3060.8515375586953,108.72797296002237,5.633761336734833,3.8056724972796303
1650,151.1400885026799,7.79311693598919,2.029834063838045,0.628299849540483,1.0365924546409582,52.41962492584899,S,3140.189255163965,4204.610151709654,228.7760177996323,5.834358669699159,3.08797334886349
1665,35.38407277382148,8.594051207918902,3.2699179425955043,2.3732667153624316,2.2999787340033424,158.71812682990827,P,2013.8747795099619,2263.0710505885063,688.9060952872845,5.821927876681071,3.6450899346207235
1680,166.4201331322939,0.13253151138327143,4.839522199993097,1.1244358351690522,2.2827518313349633,183.60911460929023,S,3320.8452363206316,4492.877547978225,23.249009900262585,5.81904652645787,3.5694267065132816
1695,52.26312105282578,8.700470271501722,2.5756267839541303,3.1131470464660937,1.5737567511126578,150.4229195411318,P,2210.2963863248874,2578.3652336998066,507.53022488431645,6.415524973408803,3.723788904897002
1710,119.0232576375407,0.3155489774882141,1.1379521242985777,1.6850940048697673,0.52022060445164,177.3554351539716,S,2883.5283563958646,3721.762896678625,322.50852429480295,5.746318332395504,3.59810533537398
1725,52.44410710195769,1.64002177434205,0.2430942383078627,2.4424844450149266,1.1885201931361569,300.1079608430838,P,2242.0808464798524,2611.4243082511757,447.1907092682168,6.350678139326217,3.0186218648515895
1740,5.892308068474201,6.756518994581352,4.497549960365534,2.9268657253508783,2.0661761581926004,26.20463645297469,S,1798.0961296155422,1839.593365055215,378.80494734376816,6.22323779569853,3.7439405709662203
1755,91.47562939965088,0.560088577678421,2.3173421050334873,2.260451781756502,0.5743389955850756,234.92195701891296,P,2656.918222962425,3301.1455250784425,653.8014533984596,5.958401738234439,3.6002603770209913
1770,71.10918222287766,6.562783849938397,3.0683200104140567,3.4873873020136608,1.606017072331605,242.18813143763552,S,2471.1120632640745,2971.9063941669847,501.6987575675946,6.389210986368362,3.084347583144536
1785,119.4214582933251,8.693079088007673,3.4842646608392154,2.8577558875486964,2.29545673655428,268.4414008098702,P,2962.4544778142645,3803.493390538739,563.6445617985531,6.313669893221481,3.3699615606688473
1800,131.55961280108224,2.699054182293002,0.7365751824742812,0.5591462250983837,0.5276042013070481,141.3709594310313,S,3097.1325037051847,4023.6557206374596,391.8670460186982,6.331269645439313,3.441370239499984
1815,160.4274489605436,8.209772782496731,3.783168109890882,2.0160250044687325,1.8426575429037386,291.50974109205544,S,3396.7594328729574,4526.587599210783,546.9619067523469,5.792317225125744,3.3542299393728996
1830,2.4023408719241957,8.541088505475695,0.7004409616078173,1.8112593799161143,1.8198399101860114,19.0972643822742,P,1853.6862541900603,1870.6050071829602,60.88326566495945,5.9954580567094595,3.832774989839516
1845,110.28280022686013,2.2865839516983626,3.65312210542274,1.8639377601886737,0.593707868253043,153.18744734277735,P,2932.350454505967,3709.029350581658,581.7533648421318,5.944736651786906,3.422781836629388
1860,91.44745187509295,1.128423207372447,2.2468020266794317,1.3903604092195254,2.494745357455087,108.3091522891308,S,2761.6404022680654,3405.669261030969,181.3750101031419,5.541669019050829,3.4594928978747372
1875,136.2811938516282,2.7965212549375695,3.775855279267288,3.9161050310226875,1.421231824609419,98.43459104454196,S,3218.6856678498825,4178.461144885512,258.62391341660475,5.8632340728858665,3.9189822337905795
1890,163.34435802346087,5.6594981720975,1.5386938097118088,4.162493186383151,0.006761041886767895,284.55671369104203,P,3500.5191523286767,4650.889975420589,198.20917980710726,5.877803572169492,3.87781619120608
1905,175.96139844729623,9.989159854728658,4.987239694757747,3.5513247538309956,0.3716237337366449,10.23178688979872,P,3639.9188285352675,4879.146563203316,629.671553787453,5.879975555838337,3.3953818033495935
1920,78.71185284023528,6.5384770221865764,0.6022549660690457,0.28271439506415086,1.9567617481404962,348.4137400231003,S,2696.071778960789,3250.408763932781,699.0603382096346,6.037145707603193,3.4883624844951546
1935,32.756898531974905,2.0598694680756253,4.732179782467683,4.309346973519121,0.2281425989853317,283.55515348931846,P,2257.9717456727553,2488.6658497247236,629.8008104526399,6.258286961190163,3.9237276942257844
1950,134.45505888003686,9.977947533963144,3.719379441947352,4.463286710019028,0.16119419443099642,148.07322100395228,S,3275.6806055258894,4222.595323758667,546.6916958506048,5.657459880336348,3.349256780700418
1965,123.63286546672875,2.9216249487451904,0.7778695635767321,2.926618927642651,2.004244216292775,350.09928027861804,P,3183.9775031154923,4054.6757196265576,259.9336504301719,5.968303607934035,3.714654758288953
1980,162.32901045299874,7.832485102857149,1.2934861329545049,3.2734715589242804,2.0731247480683597,43.43814762950154,P,3580.508174733327,4723.728299542847,96.75388462047856,5.818708969821974,3.444907156640034
1995,80.12364562748284,9.51641879747728,0.11985889558916091,2.340474089014775,0.02504499233768866,259.85861226591874,P,2784.9915699501726,3349.2712627717247,452.8429861602957,6.123318934160446,3.9695312241118104
2010,81.02155399837612,0.7045575259404552,3.116973342913143,4.490078678375764,1.77701359849505,202.3742931965513,P,2808.844637456503,3379.447949925434,582.9537359118337,5.754305711100492,3.2237736053663366
2025,119.21169887524827,5.489216049976005,0.03764076706681228,3.554258004041183,0.41338622358298827,236.917271279465,P,3200.3863221443544,4039.947980818893,313.2882621473093,6.442850158149179,3.421743781471899
2040,102.30675966578782,7.627319345091941,3.6554751636709732,3.6647615003496976,1.3237861239863733,351.5948447783227,S,3048.709439665942,3769.216182284472,51.812035113386266,5.876563724477448,3.4754842985104077
2055,23.67432777542228,8.458348887438266,1.0310300500339735,3.7113305720648517,2.3942001253700216,210.33941024940188,P,2288.420723936777,2455.1498124630466,64.17105848355969,5.69060973424739,3.754067766802488
2070,169.06875412814298,2.0745655082712253,4.736225306292128,2.342339983575053,1.7863444777369728,182.5369467370852,S,3736.959727771032,4927.645247607484,316.5674774644405,6.262381031583094,3.537302668174879
2085,121.82897503667108,0.31010904415288965,4.048053219591753,0.9998449346392616,0.9133694023763301,325.9215927222874,P,3286.191764315178,4144.185881683162,357.4802276759169,5.870167144344322,3.926084628483384
2100,91.90029223568928,5.232796282834044,2.0296998276114593,3.249351727268516,1.1081662288883345,9.517153372151217,P,3006.105252370712,3653.3232897783637,523.8315544933915,6.386452721591949,3.8711619505159796
2115,162.08682135214843,3.096428250447761,0.43929823101437565,0.979913400442164,1.5435120569386196,234.9575767304787,P,3713.1202735525058,4854.634754661439,585.3009882096003,5.570168530142369,3.0466672868575007
