layer,bulk_modulus,shear_modulus,density,vp,vs
core,281.29174053345093,3.02073787824758,6132.245102930277,6821.1231693239715,701.8539818722375
core,120.67738909333374,27.178599954342477,5799.458581583261,5201.627256725748,2164.8101477330283
core,272.4439993654862,6.298805962849032,6480.11695993306,6583.243534059977,985.9109558532101
core,153.72995608394342,3.7143881620459296,5055.697584338414,5602.39772484036,857.1426379277968
core,120.27876381326419,22.16692558746579,5236.489452492774,5349.1654820735885,2057.4657536339746
core,184.52404026679562,14.440402493594505,5835.206114347158,5909.496116726233,1573.1188993298347
core,191.86778445786175,22.54413665917536,5029.716534885291,6642.521328612878,2117.1179255712595
core,260.95317907757715,15.617781398627702,5933.241578451465,6891.387457867965,1622.4213552646895
core,288.83045363544704,6.017763986222569,5041.371516011676,7673.565466740071,1092.5547860050947
core,187.83083439605792,0.1609226440826872,5608.490607716525,5790.397205784642,169.38914715062793
core,241.7445982821549,12.615828391765097,5044.85407441779,7159.144934303043,1581.3703152156293
core,270.32623866464064,18.488681738890545,6229.677198440821,6881.163941646248,1722.7418402560581
core,116.70615000900277,16.06387411155035,6240.275053883528,4704.719409667914,1604.4392572698473
core,124.44280965629086,9.228369553929397,5953.018647136519,4792.816066515939,1245.0702823208003
core,208.21309702789466,27.543669419724115,6304.2347115084995,6233.211848038968,2090.2330564522363
core,297.30558714116137,9.716722184644512,6572.462330879529,6870.679540132251,1215.8943490416887
core,170.84132273178182,2.0232910402994375,5885.198400660641,5430.2277694975,586.3387880974734
core,182.12050826889777,6.569473671139577,5526.769243587802,5876.846224783683,1090.2588537609672
core,109.38950862069117,15.475276387862735,5784.96109192798,4740.893740740836,1635.5694347944118
core,216.75358067746714,27.977691092613238,6821.485766028796,6102.759260326574,2025.1931358992488
core,116.57849859557601,20.60965288815546,6396.622542020787,4745.6246189298045,1794.981498767522
core,275.09425886371184,22.8453020500726,5727.1404620129115,7304.248492370944,1997.23668686547
core,278.3124156805576,14.071885190591585,5720.6443387333165,7206.2699553288,1568.3885665136677
core,202.6318176391352,23.325720730777228,6275.696062762135,6102.796098351786,1927.9092397762215
core,247.28682574639268,8.956702238140906,6107.7146466603135,6514.821229182728,1210.9736658918835
core,169.09663680957743,22.70659287252055,5903.469098790644,5811.370145174281,1961.2020540431631
core,136.10234340829481,20.874135054913673,5443.423330496285,5487.811129750828,1958.2502440077494
core,200.4325401960848,1.559764933399187,6138.295148364839,5743.832162461593,504.0872266472712
core,212.8342351548026,6.481347850245866,6170.03296831783,5991.280115231573,1024.9175338198256
core,113.3537859206988,14.079666360686279,6249.057964544299,4598.201253284317,1501.0283860226587
core,117.75760088643105,0.9282448261158749,6340.057361201359,4332.29716739825,382.63498430334266
core,138.2537096526798,3.566575806149621,6324.313126417897,4755.27044498649,750.9638777301357
core,113.49299721802394,0.47732864496020655,6278.545461909677,4263.529897801246,275.72695656304666
core,225.2860194313509,17.152075106832424,5988.441496755141,6437.318625856504,1692.3938142514485
core,282.0381860319739,10.565528272122355,6481.754377411472,6759.143401933397,1276.7307645300261
core,269.5222995475268,13.08443844177944,5760.298885364159,7058.206998000362,1507.1449927398164
core,144.15724595790567,6.690997329294126,6668.562531987463,4791.164612890059,1001.6807190255806
core,251.33637577197808,2.098566714825952,5579.224940856991,6749.0842173916835,613.3021037458327
core,196.66895898759722,5.864120510556308,5888.541156588855,5892.910285277335,997.9242721565284
core,169.9145661422332,8.652742867600454,6388.312540163871,5329.509877931837,1163.8146543280434
core,294.8170098049368,24.574564287276992,6910.064084925619,6885.249838281461,1885.827114127012
core,141.45837240627958,19.811155204131488,5802.612984977779,5378.720055277892,1847.7495168905534
core,160.16033169261894,0.6570793369854322,6314.709013348254,5049.930553966253,322.57613479707805
core,282.52804841298325,15.95643195602074,6253.4047002102325,6970.083312746204,1597.3850826814405
core,182.9623554271989,11.465942981695186,6251.295608291978,5631.471440642602,1354.3155682472982
core,125.26587051903616,1.857012461314359,5921.582517088972,4644.594152697786,560.0006308570761
core,155.65634949518378,15.075528049673485,5419.982203611451,5694.52431130556,1667.7745269256068
core,186.86715027937186,12.597606837285896,6518.797778301371,5589.504843854932,1390.1455399087235
core,157.19671213334829,7.8394593539428294,5779.568572011785,5385.836852849646,1164.6497718798685
core,121.6694695859097,13.225593073531094,5902.2501825098325,4858.166030784327,1496.920620442463
core,166.87973936481671,28.955900032619503,6186.240662982519,5763.408605919611,2163.491178027826
core,183.37295149877755,22.969286525578415,5776.332955666427,6086.6653513371475,1994.1032593609075
core,103.9710580402492,21.99042396134706,5207.315112678436,5059.347373791305,2054.9907512281557
core,264.35729124320005,18.329306160310406,5969.927856018424,6955.2271908782295,1752.2193470571942
core,226.27528529190621,2.7846744738250537,5986.571897493161,6198.17253453342,682.0215785703216
core,145.2413221695054,27.52799278716973,5195.582197922169,5917.70519127455,2301.813659155714
core,289.74763412082626,12.97740865342024,6619.184662606589,6810.874851673737,1400.205378958756
core,295.6470135270517,8.755587451521086,6539.677897952343,6855.166880681277,1157.0828747472053
core,283.72159832978116,16.204881839614284,6673.362143926031,6764.115989947367,1558.2982668178704
core,112.9191269646511,0.9296465386134178,5678.717937693796,4483.624917631541,404.60736082344005
core,102.1825036641517,0.33556527330455443,6243.677793483917,4054.3082223590613,231.82926789828477
core,266.7953699517531,8.233769569733342,5255.751849623758,7269.895344730965,1251.6471892311095
core,120.20479528583235,27.813014009255134,5202.553212205803,5498.454725037277,2312.1487032983728
core,178.3466201958334,6.955677046420551,5311.164243211484,5943.546857354639,1144.3920675641493
core,214.50989813725573,28.36050589444868,6053.18482127292,6456.352478863367,2164.537028137731
core,196.40828932607073,18.320955124226206,5412.830177444602,6387.383041145294,1839.762890815169
core,103.12559534256765,17.513298165291946,6570.635097985959,4387.342294127522,1632.601894845542
core,112.79697247199513,7.7213421293933315,5170.783397441602,4879.068431655263,1221.9916133159795
core,110.92154928282906,13.166906456990914,5303.300644954554,4921.98501419531,1575.682643054378
core,230.48806295419627,10.582216520549757,5694.182133362391,6554.061224188291,1363.241016621617
core,187.31659141688598,4.30721882904085,5288.525132334921,6041.967131075013,902.4666920740603
core,180.4659214431519,28.025123663999267,6789.53171004244,5664.240430212784,2031.6732304342927
core,164.71753013417464,23.51923500008511,5824.9870419253875,5801.834049517133,2009.3894326088569
core,268.5451109384394,27.08778780726358,5178.680541107935,7670.0765553818455,2287.058158908658
core,295.05738343078013,15.621714220633153,6334.768661759482,7061.550027825698,1570.3590602395434
core,265.9579449622778,1.1687957117624248,6073.135245803879,6636.952050332119,438.69514525450194
core,254.04781960357775,21.152088192619406,6645.678263091778,6517.000943752313,1784.0497802379318
core,298.82153028062925,22.379562701188227,5919.176613815933,7451.49478868364,1944.4426964608986
core,205.27741877142142,29.381530752004892,5946.102881888833,6411.819563798498,2222.905495754858
core,282.0715990307599,6.334137231045123,5566.794459830007,7224.09200476096,1066.6971652567895
core,198.5219191714955,25.739321953049103,5327.538813762881,6610.988942656422,2198.038220469133
core,180.73818661392568,23.034770640738156,6293.034793174635,5796.622592038753,1913.2066410172254
core,282.7695636539752,29.078133501515822,6714.1531541186205,6920.255954481276,2081.074564992781
core,100.63623807028313,0.8230208966048058,5156.644246731975,4441.6938360597005,399.5046565083189
core,278.72024205532153,22.931849717914318,5797.68415005134,7303.985545419764,1988.8052949423418
core,101.8928132212936,11.181130433784856,5161.54407599842,4757.003122197364,1471.8143629801175
core,222.22950357654466,7.146333114017472,6113.354370617804,6157.118791342467,1081.1895576902277
core,293.88225651697053,15.733410565992665,6686.962884647647,6861.899987107518,1533.8997672619373
core,284.45987242195497,15.035239405900576,5980.684199238032,7135.478532576859,1585.5492571403338
core,296.80875817766037,26.36009100228445,6721.264093490414,7027.720559135339,1980.3774502146077
core,205.8562348789722,17.303407746642726,5525.131481812775,6436.912744879523,1769.6790606412205
core,236.908475127563,3.144093885696697,5417.913876257982,6670.879522564747,761.7837502851422
core,171.76715851627202,3.318483321013126,5050.538567911227,5906.415619103402,810.5894997149036
core,130.69443547538282,2.234673154337049,5852.967562585507,4778.982198546394,617.9010699729542
core,196.20968235766964,24.702130593327222,5103.831095323273,6700.5099664286,2199.9816577289575
core,108.87522060924597,16.666334798946163,5431.11708936779,4913.056905576319,1751.7634794985076
core,268.9333732150145,29.398321731165684,5185.77206676529,7708.343867093034,2380.9734748875253
core,120.42384467406985,5.85274643588979,6104.517173471064,4583.159154360355,979.1611972135265
core,200.1777367537506,22.279898855191686,5237.917970537268,6624.838262079717,2062.420710128838
core,217.34368207034066,15.744804781845696,6462.20243424439,6073.027278232374,1560.9117895135278
core,134.0358760741135,16.416634738230165,5663.911919947899,5246.857197470472,1702.4870700483518
core,208.7593463728943,23.65148578102526,5720.45727056418,6481.218866710625,2033.3579643283688
core,256.59546706050924,0.7144957327584978,6676.353825252496,6210.971356491037,327.1373620098552
core,124.37104194647321,10.836327070455727,6008.747761844391,4806.547260479338,1342.9166725449181
core,292.37002582521495,1.3035038974036595,6107.114747574329,6939.61539475263,461.99590590354455
core,239.74588590282556,26.92099943199817,5384.669865916931,7154.709655662571,2235.9703922153694
core,145.0042798012741,23.407035127553993,5345.374441554117,5741.5707323715205,2092.589958845406
core,162.1192538628676,1.3586816955876357,6927.445845481611,4864.562061646937,442.8659520114642
core,146.11121537667557,11.17777542094689,5409.588313284994,5455.705854740476,1437.4593836502584
core,262.1666114339851,16.581582597658347,5744.287081273184,7034.796882212836,1699.0060332922317
core,145.95540658687588,26.46364118990226,5480.012710182417,5750.909816045544,2197.525973327526
core,132.53219001042794,1.0440951474830806,6896.7042410795975,4406.653662959491,389.0892550454968
core,196.8872816863867,23.81440664416069,5959.381772925113,6194.058949994449,1999.0298466612737
core,123.19334875175451,4.891676609806134,5136.009142901375,5025.545206032694,975.9239473361758
core,237.57903390275067,8.465808021516995,6510.899961253626,6182.483290299691,1140.285748909195
core,297.0190054781104,5.638156338025747,6339.977630339779,6930.679995562892,943.0282311270693
core,243.77624685194667,27.464904915999696,5551.277748823543,7107.052464023096,2224.295951503442
core,253.57810429153508,18.63490985907194,6824.056504515782,6387.5238493601255,1652.5033213875727
core,203.71558249376977,29.473589414702822,5711.123347504652,6523.108622203634,2271.724932969875
core,144.55932892218274,11.471549389975511,6286.275943326544,5042.733564666932,1350.8723706565822
core,196.20152117350233,24.5962697803077,5619.585830907376,6383.550714074521,2092.1001448328857
core,246.59660225111597,20.754002217482984,6786.994385924196,6356.95744233258,1748.6874146633313
core,244.3927842882329,2.7124181163782013,5050.328033551911,7007.679420504535,732.8557915904523
core,261.6841919874289,4.1904091046046315,5607.695988507396,6903.733481314747,864.4422435070284
core,126.29724700084975,18.632571541823133,5884.586132935164,5067.954623924481,1779.419873562304
core,231.18398473568942,3.489771916883199,5786.697527289172,6383.966400188675,776.5745087223781
core,237.80994164304337,5.760452023018957,5189.014729346744,6878.202104727463,1053.6244258921831
core,226.73025957954465,0.20800096301679005,5945.472416995704,6179.125397277551,187.04215111607826
core,172.80242901428136,14.491768396277958,6451.497594691375,5457.093935071459,1498.7542321895348
core,201.30553862066958,13.091979534521132,6125.956763046414,5975.833573666148,1461.8933658532012
core,256.15681201537393,3.3892231653999727,6184.788843991555,6492.140338802706,740.2657301612718
core,149.82696622489195,26.745725911784064,5616.19180276661,5746.942692875047,2182.258678013736
core,221.84904533931598,14.12212974710823,5866.465925735854,6405.166424516085,1551.5358767114003
core,154.82540922162136,20.753167041877855,6943.099074023966,5126.846905790323,1728.882624642611
core,290.1082578900498,3.859269964068275,5849.844642293803,7104.371982509956,812.2325944640047
core,175.922299462333,6.3078147718503565,6697.78664933904,5246.087863661819,970.4514453700696
core,237.82293145050807,15.269764303371439,6192.120384929558,6457.193544043511,1570.3500446184162
core,235.37713384978017,23.68859233876627,5442.137305535043,7003.89963521787,2086.3390155126685
core,299.4744767112172,16.333549291615597,6779.835114655568,6883.569802628931,1552.1393801142012
core,297.44608412107857,26.164616512336096,6460.343431666471,7172.2997928628165,2012.4698564014946
core,284.53358187835613,9.726023006024914,6315.605721513899,6863.365973624348,1240.9667390706475
core,217.66367090104285,20.343633966120723,5024.771937029297,6979.709420789382,2012.1302450054557
core,165.47199511994575,17.988900361472037,6525.8268960680725,5388.126427229611,1660.292222091409
core,141.39605720065717,17.411315312036404,6039.526111858003,5220.69335819727,1697.9087976121466
core,134.1761462135023,28.55455570043103,5304.091852848161,5698.659315684901,2320.2361309648404
core,186.90873562455712,2.9511654028149295,5913.808197966018,5680.743871826497,706.420279086738
core,229.56305520014214,14.4107659398264,5976.5587283761115,6451.784831650835,1552.8086315497171
core,158.57979006272728,10.636304426703507,5219.563540217227,5753.159645182372,1427.5071266360071
core,285.3093560671306,12.165460783260484,6525.995732226284,6797.384703251648,1365.3402357656182
core,213.54516296109546,4.226212767675576,6572.882442145094,5774.609767758433,801.8585169423978
core,184.81884648952422,10.049668268963885,6796.389012932896,5400.486355173284,1216.00888606307
core,236.63329747286704,12.030586798307901,6824.283612186341,6084.877124425407,1327.7456023373525
core,267.2489955878193,11.12490669032766,6303.047467377768,6689.791088296411,1328.5346920879354
core,248.72561373276258,0.834553049161112,5361.980731397779,6826.010123057902,394.515753336113
core,224.45229261502635,29.339013201761563,6651.009241663947,6295.134556716435,2100.2886025320017
core,108.92475451888211,3.7348617418949837,5852.182489870433,4411.757621204833,798.8740877521317
core,240.11297720338797,21.33783631940189,6845.697559668757,6263.463916298952,1765.4943642288213
core,195.6274998827642,4.367178232176986,5707.867590678317,5940.8300218248005,874.7088353890665
core,245.841090589683,14.97995005786731,6208.336102653266,6543.3719373755,1553.343743467661
core,260.6510392666072,2.7432579391854017,5921.789822426563,6680.811961720492,680.6233241274668
core,203.52417051483033,27.30619373604693,6705.465456054804,5981.774133424254,2017.9765669201977
core,190.98793950883754,26.18515565033445,5815.900028469468,6232.339056572966,2121.8716659097854
core,250.56924900173863,18.928809675052225,6258.544309405567,6638.447082315145,1739.1017279687296
core,242.82143099061483,4.633182128211382,5141.991481755995,6958.780395474553,949.2355830127287
core,219.2152813064441,6.985118496125415,5684.976719806646,6340.245847655401,1108.4664266004188
core,229.5961650685786,17.211894269022608,5232.880958893932,6947.031482357061,1813.6100226131139
core,184.45817194127758,29.360933544336152,6999.225573677257,5652.190777960936,2048.1413934269376
core,180.08691700523627,25.638248029154006,5234.713724333408,6397.871030838786,2213.0830112950366
core,186.93187954241097,28.861779404592042,6661.796258316253,5816.945737191557,2081.449499183264
core,259.0514461864599,14.07092335728279,5093.384493891401,7385.3792014803685,1662.1035146080485
core,253.67532724474287,23.855945608501436,6599.06755697281,6577.320920945102,1901.327942428436
core,193.66891105354313,0.7844577136231934,6336.841108416332,5543.2329976260025,351.8425503852301
core,196.13411506054103,29.122454433409136,6338.522492547245,6088.449326113942,2143.4826340507143
core,185.8815769141949,29.82693654999881,6239.317087395106,6013.813210581266,2186.431101510276
core,290.40933867054684,15.742807691896699,6787.805066749224,6773.208554152112,1522.9176300391846
core,149.19780677292897,14.61218480733067,6392.488522224789,5136.860174736045,1511.8983730535535
core,164.81803235441828,14.141938188945144,6606.658211228706,5272.697583791283,1463.0647523164894
core,200.1341202186077,6.169704166442219,6450.538127080041,5683.418153008351,977.9895108535948
core,162.20105166073884,27.736581578970505,6895.819461592677,5374.441847900881,2005.5501493890092
core,183.70385711192347,22.572289071684946,5144.547298575401,6446.596893175786,2094.6632800372836
core,158.39557089006527,17.68046243926811,6958.416269582799,5113.80452173249,1594.0120755671628
core,294.981616257263,4.46024539371164,6781.864383550711,6661.272330841078,810.9700699028232
core,167.391728506773,5.065353164201339,6315.101496662045,5251.289987413887,895.6012637797658
core,100.79197021182186,12.659198655691638,6649.532676701436,4206.675174537321,1379.7726920247715
core,159.7439060440381,4.256946678995099,5720.297772050448,5377.550199436501,862.6602498525325
core,267.8999363669454,22.829042426973714,5275.777139813708,7519.891010976152,2080.1786120825327
core,248.35417048536425,7.653635119515096,6659.133995550296,6231.189619009193,1072.0745834040652
core,141.7172676854342,17.86596841873068,5298.69444736742,5589.399437551254,1836.2374594318153
core,152.33880582696068,9.993555917193444,6500.243887775512,5048.340647238561,1239.9243749327006
core,266.6442614637125,11.369259645716491,5437.38712990646,7199.094758406989,1446.0088965246748
core,128.55429023777972,18.146404491473938,6885.08533429055,4710.155332771901,1623.4564014810849
core,149.6667221624811,23.796437946387393,5582.038244281706,5700.548153181166,2064.7124316909635
core,112.92599390587452,28.975638374386797,6462.279584127804,4842.835108547413,2117.5010518152117
core,296.5701110757111,17.89928296813168,6885.8539179819145,6821.6844682035435,1612.2742373304493
core,213.62394857504125,3.833008181372337,6940.316255804882,5613.957735023147,743.1564350180053
core,223.24536757025362,2.7135771690711605,5877.741193277638,6212.652409034721,679.4630724000757
core,245.28175905554636,5.324111248582392,5926.919997812756,6525.494520997025,947.7832478287693
core,274.9293080853304,2.704038614368608,6059.567006744758,6779.83074544981,668.0141293297978
core,115.9312834138758,13.06285835730919,5831.001641605635,4782.140902190849,1496.7440040193503
core,142.04806783817588,4.2069778771009805,6607.007024075401,4727.430823824207,797.9629548642575
core,172.5216847813452,13.589673938859072,6761.838547649749,5309.774042312159,1417.660111647706
core,169.13549264900462,26.133684215621738,6890.44528345088,5440.8979537953965,1947.4964528821977
core,103.0509534966322,10.993043686231214,5208.3139146199255,4753.954829090445,1452.8152866665494
core,189.89816322637733,4.66145917566517,5999.927316055387,5717.164475980373,881.4302435268362
core,240.28869359673251,20.092501609770668,5420.066692031627,7019.679892944854,1925.3721727034647
core,129.59472500111306,20.71808964564558,6990.589862661145,4742.369497587388,1721.543268420433
core,227.8601269686838,1.395756647982036,6601.480771167464,5899.01901613188,459.81609750859576
core,156.8383173574926,10.490348552946768,6708.385124714766,5046.232909027496,1250.5065346847023
