relative_time,distance_angle,instantaneous_amplitude,instantaneous_frequency,rms_amplitude,rms_frequency,phase_shift,wave_type,P_wave_arrival_time,S_wave_arrival_time,depth_of_source,shadow_zone,core_radius,density,bulk_modulus,shear_modulus
315,76.26935028,8.808959417,1.975348494,3.297529847,0.388956775,351.950786,S,1066.989544,1604.124933,63.25608031,0,1751.794755,2805.125407,25.11093929,29.46023134
330,131.4992666,2.622668794,4.814164987,4.09469944,1.043412545,121.5193183,P,1626.537511,2552.635733,480.6085968,0,1729.261441,4207.142074,68.92454548,67.62125724
345,26.62277686,8.768771172,1.527993996,4.653215874,1.195254474,136.1387216,P,607.4914172,794.9852866,624.4548186,0,1857.471449,4497.315197,65.50945418,39.55592542
360,4.17005616,6.853321977,0.921955189,4.387352163,2.254277381,45.11834588,S,401.1153185,430.4834032,88.02476575,0,1863.492408,4200.27685,80.15760637,66.8012053
375,27.89010613,1.666432001,0.362562323,2.226407318,1.219647181,194.7811327,P,649.9868476,846.4060245,213.7224809,0,1827.665249,6150.650203,277.0159116,9.420450693
390,77.40164417,3.182248403,0.395357663,3.108317109,2.412448225,122.3330422,P,1153.153572,1698.263267,528.8443272,0,1928.601621,6876.79603,146.9569412,0
405,178.2502433,4.644003392,3.396746445,4.544271375,1.977554915,278.3415466,S,2162.486051,3417.83323,93.50396534,0,1664.268778,6539.598389,131.7911427,2.914584129
420,30.03848526,6.409161715,0.487292626,2.879911024,1.966852505,162.5581124,S,716.1691264,927.7185024,256.7313928,0,1796.497675,2814.771272,20.09647246,18.83720872
435,120.990261,4.770128722,4.54390377,2.387388583,2.483260246,179.0239658,S,1627.922332,2480.009712,622.7730968,1,1709.41004,3984.327241,68.94394096,53.21243516
450,141.4104727,0.838789313,2.656927444,2.801512552,1.996922671,214.7972103,P,1844.258592,2840.157587,166.1420049,0,1675.668495,2583.526126,12.64933831,8.712081387
465,155.8132064,5.324232435,0.462689752,1.448888613,2.208042841,125.5111509,S,2001.26459,3098.596439,642.8418187,1,1802.443399,4171.447576,68.17908751,50.97566606
480,111.4016519,1.571384699,3.433614973,1.786346495,0.379065324,27.18966624,P,1578.381947,2362.94048,372.0181154,1,1696.31209,3225.604656,29.99863662,17.35875944
495,17.6416581,0.220570411,0.502817881,1.164730462,1.252678597,252.9812303,S,668.9406772,793.1840181,672.7209039,1,1723.177137,4642.492411,63.53310676,34.9690284
510,79.79299749,5.913490738,0.746921945,0.261500193,2.27910041,269.7562607,S,1296.731493,1858.68256,332.8900918,0,1926.326502,2924.454639,26.76096711,20.1591245
525,110.336222,1.069729835,4.728250333,0.388166157,2.110906408,76.67756778,P,1612.877175,2389.932299,543.126688,1,1727.207667,6119.943231,199.270607,11.58892437
540,151.1045013,5.674785194,4.699006422,4.576756168,0.210367751,16.15319604,S,2029.838377,3094.008647,259.9218258,0,1729.677558,3557.71225,44.59751158,22.92885817
555,141.1239472,4.529737302,4.944331189,3.059130656,2.487830018,258.1760844,S,1946.43355,2940.314656,556.9016017,1,1917.295784,3959.834427,33.30922389,10.58734222
570,112.5074749,9.914184786,1.434754583,1.076067591,0.282406653,271.8513602,P,1679.284981,2471.631397,257.9656858,1,1685.521134,4039.810653,72.29123664,76.67690258
585,112.650394,6.358640616,3.554659929,3.96819355,2.161778727,0.28352534,S,1695.694114,2489.047053,394.4606597,0,1724.520313,4073.892707,61.63426782,77.67959773
600,104.4478216,9.701000989,0.140384656,1.663760522,0.356006785,275.0342527,S,1629.819573,2365.404983,549.3729414,1,1818.099969,4678.919509,89.46364028,40.81925093
615,59.49904266,4.109964767,4.051907338,2.260949759,0.427385491,250.6588216,P,1201.640083,1620.668714,682.419336,0,1928.783527,4257.333817,78.86810705,56.69115229
630,158.792192,0.854289112,1.888956604,3.417516474,1.038660311,198.7956091,P,2195.636362,3313.94805,589.430597,0,1694.905661,6444.824128,207.2697206,10.20963121
645,161.218714,5.679141241,2.815872023,0.684523374,1.880359671,327.5318679,S,2234.561034,3369.961772,263.7102444,0,1906.522583,4624.539757,78.27406692,41.00209796
660,11.37277896,1.62009235,1.238378346,1.675625541,1.187060737,195.9911148,S,772.1316864,852.2257481,61.27402589,0,1811.56193,4100.748535,63.40732777,73.89858681
675,29.63663523,7.012963906,1.932258254,3.495888776,1.60346184,190.924332,S,967.2070234,1175.926326,29.31705844,0,1826.503974,3255.783266,25.73439345,11.71503298
690,134.0354226,8.483290853,4.471155041,3.227193677,0.317766782,196.3449554,S,2011.543136,2955.502519,157.2743461,0,1709.415126,4547.406899,90.67916543,47.24328348
705,132.4791845,8.593328748,0.543194283,4.864387988,1.529522103,100.2294781,S,2011.199164,2944.198567,527.9110769,1,1786.587001,5590.058274,185.03542,21.1912871
720,175.0802043,0.616433889,0.347647557,0.953934108,2.175973919,262.6754778,P,2446.230557,3679.252384,37.43253577,0,1834.101346,2824.338017,24.77489062,23.43565806
735,123.840029,4.229173655,3.045060319,4.506052804,1.090901554,133.4062022,S,1956.020064,2828.177253,5.524063501,0,1862.787787,3293.381679,39.76718949,25.85390105
750,106.7110022,5.795376876,2.699629246,3.262740511,0.573124244,168.5993799,S,1802.133755,2553.657866,625.1911657,1,1789.960405,3951.17076,51.53848044,54.69778231
765,68.62254575,6.726873112,1.490627433,1.231539999,1.090420507,315.6193135,S,1441.594683,1924.8766,585.8088103,1,1900.705842,2782.988902,21.59658063,26.08382895
780,24.00434148,6.203360157,2.175744044,4.800982355,1.288788996,167.5209617,P,1016.674546,1185.727792,453.4846458,0,1720.601473,6044.250361,141.6210706,8.055976406
795,106.5192012,0.419700211,2.707733637,0.942295564,2.372080973,310.712583,S,1845.242664,2595.415995,460.7474883,1,1771.299861,3822.770391,47.56671416,34.40574756
810,119.4205531,8.534003458,3.501481742,3.656080181,0.116510645,292.3859979,S,1987.445553,2828.47809,115.7221625,0,1732.574787,3200.945422,23.51395092,9.914758931
825,81.64405867,7.835324226,3.264340452,3.554588052,1.043201926,32.87147124,P,1629.982319,2204.96969,343.9398422,0,1829.557878,2714.721534,17.79726359,21.45071999
840,133.595311,0.544783669,3.459533484,3.165726588,1.599079877,257.4945429,P,2157.203787,3098.063635,412.5377661,0,1794.845864,6554.248778,154.3227485,8.701668214
855,112.5579924,2.460989244,0.199996325,2.011104328,0.449385968,12.30116403,P,1964.783066,2757.485256,474.9766791,0,1781.01286,4008.25924,47.16126691,18.24556806
870,161.2291206,6.980531725,0.011539554,1.433518391,1.370150401,139.9999792,S,2459.663639,3595.137667,519.2436342,1,1799.664586,2879.64257,20.09781618,13.52406078
885,127.5913271,3.906186749,3.413537747,1.677615857,0.425834587,100.1830227,P,2143.006572,3041.582695,304.5561306,1,1821.488239,4298.858136,75.84866373,58.27107419
900,16.37793707,1.412066098,3.897829393,1.749194066,0.93823459,95.94011332,P,1061.480823,1176.824268,612.3491995,1,1864.727586,3818.350251,56.20879519,84.75323364
915,3.375020085,4.424325168,4.699533419,4.806544594,0.742071407,339.0232356,S,948.2765365,972.0454911,334.7161748,0,1710.390261,3643.983565,50.29837068,67.80337479
930,60.32648478,9.305830127,2.038505876,0.961586037,0.896904446,175.675137,P,1524.798378,1949.654361,678.9778943,1,1757.538322,3140.446859,34.60915331,28.91125847
945,57.56301342,7.934754997,1.804084651,0.101868762,0.202460932,171.5274882,S,1512.551501,1917.94543,169.0653382,0,1867.015146,4125.173761,61.23984691,55.7517716
960,75.02051473,0.162619885,4.538092252,4.890305368,2.466511414,78.55588976,S,1699.676456,2228.016781,19.23700439,0,1729.058824,4212.905247,79.14505329,59.02903463
975,17.9354517,2.249606029,1.290026068,3.089927725,2.427860051,72.15793051,S,1151.837381,1278.149796,264.4193317,0,1720.568488,5764.471226,142.0459566,18.34210195
990,58.6730971,4.186880674,0.519525192,3.442663971,1.793055941,254.9418804,P,1568.496544,1981.708361,404.7813771,0,1681.018882,3193.341362,26.30020125,13.75646139
1005,135.510963,0.90750078,0.624646311,3.452974271,2.197495237,324.6354059,P,2341.091456,3295.442497,389.2951907,0,1885.955566,3069.522526,31.14968659,30.56607798
1020,45.83461849,0.798430812,3.372697776,4.033227613,1.661705976,257.7083998,P,1471.913564,1794.708966,165.3790551,0,1782.333905,2856.521454,22.1387036,17.42713867
1035,164.7654128,4.286072883,1.703343212,1.447472375,2.324570667,1.096263695,S,2659.530264,3819.909023,435.0241885,0,1818.905318,3005.365959,27.96584722,39.0012535
1050,14.23026509,1.469511386,1.676489853,3.962585687,0.099250147,84.00468967,P,1190.305516,1290.523742,41.0676282,0,1675.815171,6740.140603,122.4782691,0
1065,1.666147608,6.22127266,1.753152213,0.474904943,2.476202764,22.41163171,P,1081.427642,1093.161672,253.3908122,0,1844.399051,6207.978861,272.6343385,9.248633006
1080,81.56994918,8.811524939,3.929803645,0.665236659,1.385760937,160.1273844,P,1884.251625,2458.717072,132.1076847,0,1723.91508,4050.102321,76.94469214,77.89807656
1095,27.15933018,1.1590004,1.855067174,0.709492243,0.409335683,226.434583,P,1362.781648,1554.054254,212.9802428,0,1904.898412,5035.525884,88.71854092,24.43443494
1110,142.4626956,0.277336224,4.723337058,3.199847021,0.341625418,80.20520288,P,2514.633147,3517.942538,323.1372898,0,1767.832538,5991.980036,182.6024168,12.83629388
1125,114.5087278,6.562228967,4.86588549,1.624439589,0.104499064,267.1523359,S,2254.016646,3060.457107,168.5052647,1,1916.588576,2765.982322,14.88229674,10.28232026
1140,151.2044017,8.497209798,4.578100682,0.645357181,2.275483707,26.90233418,P,2630.823361,3695.69719,200.8899198,0,1660.065572,2727.816355,16.26559509,16.09490559
1155,149.408495,8.707529166,4.39900655,0.680326436,1.747218382,108.7381056,S,2628.116339,3680.342296,363.4832723,0,1748.859265,6854.495115,177.4309908,0
1170,44.43692978,8.795670249,4.911683237,4.233392173,0.821380865,195.0061634,S,1608.132834,1921.084858,108.2750547,0,1883.104605,3762.328017,37.09755401,60.24488771
1185,173.9086389,1.631224071,1.732908352,4.211031288,1.138787435,4.383963963,P,2899.679326,4124.450273,490.3061642,0,1924.706277,4081.641665,49.6990939,69.08204349
1200,159.1429067,4.993378613,4.092299785,4.216236115,1.768543046,258.9818766,S,2769.094288,3889.875922,407.9422113,0,1660.518335,6397.218411,235.9540714,9.991585498
1215,79.65264565,5.979239063,4.742181057,1.016955345,1.227443257,339.2742907,P,2000.347672,2561.310295,555.0356538,1,1809.551434,6370.350515,261.377959,8.527131744
1230,31.50020098,6.03118484,0.437572684,4.774745341,0.155805949,309.0012738,P,1540.58114,1762.424812,583.7812588,0,1722.112676,3067.962851,32.42405061,22.61891827
1245,67.82290653,4.155781871,0.535396791,0.871207038,1.077837752,149.3071657,S,1913.710516,2391.360885,186.6167315,0,1884.993424,5538.319262,102.3535351,15.99528215
1260,102.1393458,8.903548046,0.169385401,3.870676556,2.203490154,328.2137622,S,2267.058797,2986.386509,23.27964407,0,1795.60041,4400.118917,80.14973412,57.25293126
1275,134.0967715,5.808386997,2.365144678,3.228051066,2.234532267,94.04720621,P,2597.148015,3541.539454,200.5825249,0,1900.739116,3996.909239,69.56672218,77.68600748
1290,21.34163283,3.251849036,0.177620541,2.101366654,1.611061306,86.07793831,S,1500.421155,1650.721979,175.6383657,0,1731.491733,2518.00601,10.87959143,9.321411235
1305,120.6204631,4.689824435,0.034077156,3.056413562,1.777443656,162.0532539,S,2494.276253,3343.75929,436.5785114,0,1800.744067,4172.649131,65.08595518,64.36839956
1320,149.6870178,6.198778039,3.307807994,4.418463805,0.462449105,257.5623557,P,2795.862478,3850.049962,284.5117074,0,1804.81535,2805.202181,22.28347841,20.41475177
1335,93.64565045,4.359413611,3.515331831,4.060516847,0.173121129,292.7307303,P,2258.313884,2917.823801,448.4440237,0,1890.890324,2617.414176,13.32414119,10.09023675
1350,116.9445586,3.678618477,4.139885573,3.639959839,0.880529802,297.0538444,P,2503.0331,3326.628171,434.2389547,0,1702.348085,3626.739373,45.69458775,44.51393932
1365,90.6980686,1.173785881,1.403194766,4.995661175,0.232276945,41.41506088,S,2259.251741,2898.002985,553.823572,0,1756.963496,4423.5656,73.29964188,36.82248332
1380,84.69658182,9.447739686,2.64124145,2.990855847,1.719519289,281.3385165,P,2215.079147,2811.564252,459.1532195,0,1665.378754,6378.754427,149.6341141,7.418639407
1395,61.37570425,2.910187547,0.067647813,1.723900475,0.222095408,323.5859614,P,2000.14332,2432.388549,182.20855,0,1684.02145,2595.054894,14.22226892,15.5880695
1410,109.8665448,8.292427892,3.323378486,2.771584003,2.043090251,100.3766105,S,2493.24632,3266.993691,419.7585569,0,1899.080239,3834.932918,49.27130447,30.72264501
1425,13.80735851,2.508081635,2.951773568,4.813670308,1.161582255,69.77971369,S,1561.135803,1658.375662,676.9911532,0,1749.34097,4169.235159,76.83400092,68.56956332
1440,78.44478666,4.462483822,3.626928144,4.83620934,0.648139786,106.7728257,P,2213.438598,2765.89474,288.0873296,0,1743.523693,5976.632853,254.6632246,11.02628518
1455,127.7501027,4.206863094,4.498902746,1.292200616,2.057412323,103.5903436,P,2714.572045,3614.266363,325.1113497,0,1788.995042,3386.204822,40.68898477,27.53082215
1470,41.29293611,1.540170442,0.943734451,2.254587443,2.086314947,35.44198467,S,1877.134138,2167.944237,39.65825253,0,1716.027988,5341.356233,81.73589057,13.81556257
1485,21.70414226,9.751520816,1.659468865,3.894180601,0.040731604,305.9789376,S,1698.995373,1851.849211,346.7167379,0,1761.125194,3354.347723,35.90471453,19.37842284
1500,36.29763939,0.340549595,1.211254915,1.515431379,1.396536062,304.1198963,S,1857.882232,2113.512398,293.1342483,0,1727.924775,3449.338089,32.23696996,16.4687741
1515,93.99614991,1.8723215,1.750538108,0.070642019,2.274888885,91.37821633,P,2441.769688,3103.748036,365.8564039,0,1699.404715,3229.937295,24.85284629,13.89064657
1530,103.7149759,5.527756668,3.746027896,1.58914033,0.817772063,24.90566267,S,2552.593967,3283.018229,362.8682508,1,1874.797764,6733.790868,155.4191355,0
1545,32.86859613,8.807938027,1.769029055,0.208143078,1.554875643,16.20677748,S,1869.073045,2100.553792,133.2549524,0,1784.470141,5640.809491,159.8154335,18.35412896
1560,139.7318078,9.011572823,2.975438661,1.015909685,0.066242921,228.984852,S,2937.707534,3921.784344,479.22774,1,1695.045869,2596.080532,13.43174475,15.01626824
1575,74.70839324,6.708266975,0.547195806,2.04495607,0.422769935,253.3604109,S,2311.599045,2837.74122,10.50979406,0,1755.952277,2567.134241,12.9799216,17.54692737
1590,70.14127477,4.604815174,4.160357672,4.972551534,0.858521991,339.712672,P,2281.568829,2775.546564,449.6867008,0,1669.377665,4735.895209,73.65038083,27.20565707
1605,36.1081072,4.063368657,4.402131869,1.210139887,1.646734295,185.0650236,S,1961.01351,2215.308874,79.79770402,0,1898.051774,3309.962669,23.68440239,7.536816951
1620,46.73253651,6.640931915,2.876318369,1.541696467,2.212774807,10.65934174,P,2080.766726,2409.885816,355.2665634,0,1837.095704,5417.674288,100.6445032,14.6974995
1635,80.13459037,9.472419812,4.369646751,2.442561656,0.953613557,206.0924614,S,2425.099481,2989.456254,572.6275717,0,1765.150359,3160.318715,34.37558443,72.63320964
1650,150.983038,3.098470081,0.340967647,4.206526839,1.179695414,282.7907577,S,3138.640791,4201.955641,548.3831462,0,1760.798257,5568.916002,116.0579279,16.64339036
1665,20.60219373,5.974585714,3.952546291,0.701045012,2.039937908,34.60736446,P,1868.13054,2013.223782,296.2445589,0,1894.800488,6239.777156,177.6296034,9.595994889
1680,77.77658331,8.621563174,1.37267868,2.428181083,1.35541471,64.82277989,P,2446.850343,2994.600589,205.8459454,0,1831.562853,3927.432807,50.50660964,25.79043105
1695,14.39447877,9.408425302,0.17024316,2.448603775,1.255209443,290.6285526,S,1836.924607,1938.299325,524.903829,0,1850.989471,5853.343116,132.3014569,9.731702044
1710,147.4088132,1.837533384,3.867953008,4.62502975,1.370851285,19.30229139,S,3163.400165,4201.54314,509.561026,0,1865.290558,4134.568956,50.40567881,17.42196661
1725,55.8435987,6.060294562,3.358008725,2.341315306,0.409351667,23.37587934,S,2275.598664,2668.883423,347.2594598,0,1681.549075,4778.443265,51.531805,4.292346257
1740,136.0453196,4.971866879,3.267171678,0.06371013,0.189540864,262.277812,P,3081.360029,4039.474335,331.1478065,1,1672.783863,3329.058409,39.23359984,38.9054853
1755,140.8814877,9.756998456,0.951273941,2.678309031,0.261935305,315.7027186,P,3144.042982,4136.216541,546.1387118,1,1719.5517,2673.262874,16.629026,16.67124598
1770,125.1617502,8.874957971,2.367310533,4.224631008,1.947627683,271.7160896,S,3004.051781,3885.517338,482.1865297,0,1779.0225,6408.645253,208.1677458,9.690839175
1785,74.32730614,6.165042233,4.772496517,1.588790519,1.330142872,209.1063109,P,2517.841658,3041.299984,412.5174515,0,1893.793214,6183.92094,156.2984954,8.513599514
1800,3.627601916,7.165183548,1.464375322,4.514796755,1.139875738,107.8701027,P,1835.766906,1861.314697,296.9518935,0,1867.431318,5814.849102,225.4132465,16.96574346
1815,177.3380807,1.655386752,1.357084554,1.510542236,2.339883008,94.32478318,P,3563.492442,4812.415615,138.3916314,0,1681.95984,2535.627174,11.41434895,9.050346913
1830,132.6524812,0.559627555,2.91023526,0.9215785,2.246347188,359.2263807,S,3137.90781,4072.127675,275.8688752,0,1763.726296,2861.802429,24.56179739,24.62096691
1845,163.0516213,8.241404665,1.581373255,0.162028983,0.423184215,311.8556282,S,3452.632869,4600.942061,139.0591598,0,1880.058686,4033.872209,64.52702048,79.05573227
1860,111.0851325,1.967869545,4.073589099,1.182369986,0.479877088,84.99034352,P,2955.261175,3737.590586,558.5554047,1,1838.05204,6305.34317,268.1375418,9.557308386
1875,109.0814222,1.361413398,2.952983724,0.398494516,2.332366601,359.4622082,S,2950.50528,3718.723338,141.7016046,1,1753.84593,3296.592151,33.29112893,53.15724152
1890,94.46530138,9.492809261,3.629918266,2.896533736,2.198494986,344.0138303,P,2821.39536,3486.67776,261.0463278,0,1693.420405,2794.844636,20.51456739,18.91071039
1905,118.8800526,1.236218831,2.574725702,1.226521474,0.709322698,25.2867764,P,3077.116404,3914.342406,444.5619908,1,1908.251737,6634.394911,252.7039914,0
1920,100.331835,5.054305633,2.368061868,2.443156169,0.354992099,291.4259814,P,2909.237363,3615.835479,531.0516152,0,1785.281696,5953.792311,261.7031325,10.80289912
1935,99.79924796,5.977819937,1.926147369,1.302093809,0.591799635,258.5179463,S,2918.986237,3621.833549,422.8982083,0,1768.32301,3150.804303,33.16996873,46.44997014
1950,7.532053018,9.186917833,4.246686222,4.695870741,0.476198221,50.38425221,S,2024.26345,2077.308772,466.6467371,0,1839.769627,2757.175919,18.86284208,19.14070266
1965,72.89686206,6.796817705,4.299698956,4.049514673,2.211182905,71.48170794,S,2683.737971,3197.122236,166.2528077,0,1662.531236,2745.847358,16.19489382,15.61939283
1980,141.2852574,9.010703876,4.108019986,3.490396862,2.402607773,15.45618901,S,3373.024012,4368.041164,45.60242412,0,1845.282672,3242.171767,38.16816393,25.99322073
1995,62.39891156,9.88121587,0.878370496,1.72768896,1.381539097,156.1669483,S,2610.231792,3049.683073,170.8105917,0,1737.123862,3075.477666,31.01288557,22.30538998
2010,54.12007826,9.410118309,4.841594868,4.638653791,0.20369818,358.6743143,S,2543.605345,2924.752021,699.0101008,0,1834.452144,5890.292006,143.4685282,21.32773982
2025,149.1510585,9.154908885,4.507241804,2.380034712,2.336062874,333.6388436,S,3495.578104,4545.991035,47.26257535,0,1714.69724,4074.760482,72.44327666,53.56615182
2040,41.72471971,3.792461341,1.108153865,4.451630337,1.214713535,89.19392949,P,2451.391376,2745.242359,677.5035975,0,1838.935043,4850.239932,101.2781466,61.51622944
2055,17.27602037,2.003152851,2.440525805,3.780103775,1.218204549,248.6302481,S,2225.335615,2347.003911,181.7376956,0,1845.255439,3980.710641,71.87508709,70.4636974
2070,135.983907,0.443235991,2.829806586,0.516756845,0.791087671,309.826064,P,3410.754522,4368.436323,329.2057836,1,1780.423462,3806.120674,46.86108843,80.64816795
2085,95.21811198,4.938651032,0.144374262,2.020974255,0.668216252,94.51339119,P,3023.817813,3694.401965,92.84287038,0,1730.815628,3005.875614,30.14981034,26.46221915
2100,19.74513097,9.459697778,3.548711417,2.642306706,0.501912411,14.6155042,P,2294.680196,2433.737478,472.3506918,0,1809.508203,2568.30028,11.40527797,5.859262252
2115,137.2156182,8.518594586,0.81623006,2.553153713,1.099460874,295.2882198,P,3467.89877,4434.255035,32.7089856,0,1850.264977,6160.036279,153.6826414,9.737345446
2130,44.94894422,0.980818537,2.590262579,2.818268626,0.863753522,96.93078533,P,2573.18112,2889.739063,236.8144486,0,1914.17839,6093.141313,243.1566956,9.59325398
2145,114.2593683,2.476975072,2.439448563,1.028754113,0.499155699,326.9787666,P,3271.558047,4076.242367,424.4334416,1,1796.25527,3251.076081,32.72503921,17.90086797
2160,160.0049135,5.420301116,0.86328337,1.128571595,0.818656977,31.55707175,S,3737.593379,4864.445793,619.4083431,1,1799.474177,4136.474681,73.62807753,70.17185232
2175,131.0544274,1.85915446,1.952106785,4.848149911,1.593539839,339.9549572,P,3467.151549,4390.116941,370.5061669,0,1709.334625,6224.656069,175.9476706,8.376393843
2190,24.7005783,4.585510751,1.391450835,3.373635289,1.437382653,40.15622283,S,2433.539201,2607.495773,655.4587311,0,1740.135791,5455.457024,101.0442601,11.07456821
2205,114.0974324,9.250256172,1.105290173,0.777630644,2.184299477,2.18617331,S,3329.961415,4133.505283,92.03383489,0,1816.99767,3308.511014,37.23229191,24.53546772
2220,53.61166046,4.940152284,1.053631708,3.091912073,0.777647372,322.1563085,S,2748.592521,3126.158607,161.0135403,0,1711.306879,4031.547951,74.73890424,73.02503083
2235,53.87652413,9.784773903,0.066454402,2.238487814,2.256519133,31.20819622,P,2766.203985,3145.635404,505.3862358,0,1671.040313,3457.458442,32.88013178,27.16233355
2250,39.5974212,5.649861359,3.905733692,3.722987445,1.587097982,225.4712903,S,2640.416945,2919.286191,66.19364714,0,1808.793785,3089.640325,28.2014911,17.03095134
2265,145.2393466,3.794198114,3.566207725,2.581650752,1.805094262,31.32082937,S,3697.009971,4719.874236,379.647251,0,1775.502326,6426.345392,148.8167905,4.825453973
2280,55.47002001,4.244164614,1.537223564,1.746303575,2.242540699,119.2656228,P,2826.915306,3217.569097,147.6690712,0,1881.583993,6593.118278,249.177254,8.683458068
2295,30.80935474,3.001963414,0.950540623,3.922728322,2.163128715,93.51428425,P,2598.769634,2815.747944,231.1212642,0,1787.399044,6380.851516,278.7472382,8.286063877
2310,79.05764182,3.102687447,4.906460304,3.002381881,1.121514236,30.90328487,S,3089.481139,3646.253382,482.958644,0,1795.565955,5182.317822,100.5389147,24.71072496
2325,109.2347864,0.192923965,4.670937359,4.719218034,1.086366981,181.8068402,S,3402.017399,4171.315541,83.91939736,0,1891.256249,6811.409444,138.3606593,0
2340,73.0395294,5.283197975,2.923778856,1.372704979,2.484509293,240.2394944,S,3060.144622,3574.533638,643.4330002,1,1679.807947,6833.063451,187.6679518,0
2355,155.1019841,4.124072546,0.439018319,3.663297879,0.039073928,47.72892015,P,3884.252182,4976.575169,327.9348324,0,1753.423474,2659.925697,15.04047211,9.172796733
2370,2.579784846,9.79362406,2.647186447,2.143652886,1.659573256,265.7028839,P,2395.435791,2413.604213,78.30695552,0,1881.754082,6109.348895,168.501257,10.8924044
2385,32.02147011,6.739740938,1.392895155,3.452443352,2.411567778,52.11602544,S,2700.720675,2926.235442,576.746867,0,1780.502317,2813.140155,21.01369214,57.45358615
2400,87.22650802,4.901493119,0.060010009,4.30080537,1.854938705,321.0506808,P,3260.023349,3874.32574,291.3770991,0,1752.400092,5998.991968,239.2493765,12.92394663
2415,7.133622759,0.867065086,2.75570795,1.201939762,2.222853894,104.9383536,P,2485.335065,2535.574398,525.6760389,1,1696.319608,2763.400018,18.07320203,17.75344759
2430,45.05861446,8.027474337,3.971806405,2.28081281,0.690144781,143.6518283,P,2874.262431,3191.592739,495.3737473,0,1766.270754,3450.364373,29.72272086,14.40428397
